genome_id,genome_name,other_names,taxon_id,taxon_lineage_ids,taxon_lineage_names,superkingdom,kingdom,phylum,class,order,family,genus,species,genome_status,strain,serovar,biovar,pathovar,mlst,segment,subtype,h_type,n_type,h1_clade_global,h1_clade_us,h5_clade,ph1n1_like,lineage,clade,subclade,other_typing,culture_collection,type_strain,reference_genome,genome_quality,completion_date,publication,authors,bioproject_accession,biosample_accession,assembly_accession,sra_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosome,plasmids,contigs,genome_length,gc_content,contig_l50,contig_n50,trna,rrna,mat_peptide,cds,coarse_consistency,fine_consistency,checkm_contamination,checkm_completeness,genome_quality_flags,isolation_source,isolation_comments,collection_date,collection_year,season,isolation_country,geographic_group,geographic_location,other_environmental,host_name,host_common_name,host_gender,host_age,host_health,host_group,lab_host,passage,other_clinical,additional_metadata,comments,date_inserted,date_modified
11280.413,Vesicular stomatitis New Jersey virus NJ92CRB,NA,11280,10239;2559587;2732396;2497569;2497570;2497574;11157;11270;2842407;11271;1972578;11280,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Rhabdoviridae;Alpharhabdovirinae;Vesiculovirus;Vesiculovirus newjersey;Vesicular stomatitis New Jersey virus,Viruses,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,Vesiculovirus newjersey,Complete,NJ92CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-01T00:00:00Z,22825698,NA,NA,NA,NA,NA,JX121106,NA,NA,NA,NA,NA,NA,NA,1,11122,40.505306,1,11122,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1992,1992,NA,Costa Rica,North America,Costa Rica,NA,Bovine,Cow,NA,NA,NA,Nonhuman Mammal,NA,NA,NA,NA,NA,2021-01-18T21:58:19.244Z,2021-01-18T21:58:19.244Z
289365.3,Human parvovirus 4 FP93,NA,289365,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;1511911;1511913;289365,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Tetraparvovirus;Primate tetraparvovirus 1;Human parvovirus 4,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Tetraparvovirus,Primate tetraparvovirus 1,Partial,FP93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-13T00:00:00Z,NA,NA,NA,NA,NA,NA,MF476941,NA,NA,Sanger dideoxy sequencing,NA,NA,NA,NA,1,296,46.440678,1,296,NA,NA,NA,1,NA,NA,NA,NA,NA,blood,NA,1994,1994,NA,Costa Rica,North America,Costa Rica,NA,Alouatta palliata,mantled howler monkey,NA,NA,NA,Nonhuman Mammal,NA,NA,NA,NA,NA,2021-01-13T05:08:34.056Z,2021-01-13T05:08:34.056Z
12637.1153,Dengue virus,NA,12637,10239;2559587;2732396;2732406;2732462;2732545;11050;11051;12637,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Dengue virus,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Dengue virus,Partial,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26T00:00:00Z,16528038,NA,NA,NA,NA,NA,DQ364561,NA,NA,,NA,NA,NA,NA,1,1401,46.038544,1,1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1994,1994,NA,Costa Rica,North America,Costa Rica,NA,,,NA,NA,NA,,NA,NA,NA,NA,NA,2020-12-30T03:16:04.804Z,2020-12-30T03:16:04.804Z
12637.1156,Dengue virus,NA,12637,10239;2559587;2732396;2732406;2732462;2732545;11050;11051;12637,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Dengue virus,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Dengue virus,Partial,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26T00:00:00Z,16528038,NA,NA,NA,NA,NA,DQ364564,NA,NA,,NA,NA,NA,NA,1,2309,45.813026,1,2309,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1994,1994,NA,Costa Rica,North America,Costa Rica,NA,,,NA,NA,NA,,NA,NA,NA,NA,NA,2020-12-30T03:16:05.225Z,2020-12-30T03:16:05.225Z
11069.956,Dengue virus 3,NA,11069,10239;2559587;2732396;2732406;2732462;2732545;11050;11051;12637;11069,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Dengue virus;Dengue virus type 3,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Dengue virus,Partial,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-25T00:00:00Z,NA,NA,NA,NA,NA,NA,JF804039,NA,NA,NA,NA,NA,NA,NA,1,1479,46.517918,1,1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,serum,NA,1995,1995,NA,Costa Rica,North America,Costa Rica,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,NA,NA,2020-12-29T09:25:04.651Z,2020-12-29T09:25:04.651Z
12637.1103,Dengue virus,NA,12637,10239;2559587;2732396;2732406;2732462;2732545;11050;11051;12637,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Dengue virus,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Dengue virus,Partial,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26T00:00:00Z,16528038,NA,NA,NA,NA,NA,DQ364513,NA,NA,NA,NA,NA,NA,NA,1,2322,45.478035,1,2322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2000,NA,Costa Rica,North America,Costa Rica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-30T03:09:59.388Z,2020-12-30T03:09:59.388Z
12637.1105,Dengue virus,NA,12637,10239;2559587;2732396;2732406;2732462;2732545;11050;11051;12637,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Dengue virus,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Dengue virus,Partial,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26T00:00:00Z,16528038,NA,NA,NA,NA,NA,DQ364514,NA,NA,NA,NA,NA,NA,NA,1,2322,45.43497,1,2322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,2000,NA,Costa Rica,North America,Costa Rica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-30T03:09:59.442Z,2020-12-30T03:09:59.442Z
10788.2414,Canine parvovirus 2c,NA,10788,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;1506574;1511906;10788,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Protoparvovirus;Carnivore protoparvovirus 1;Canine parvovirus,Viruses,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Carnivore protoparvovirus 1,Partial,2c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-05T00:00:00Z,NA,NA,NA,NA,NA,NA,MT053263,NA,NA,Sanger dideoxy sequencing,NA,NA,NA,NA,1,583,29.674099,1,583,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2002-11-27,2002,NA,Costa Rica,North America,Costa Rica,NA,Canis lupus familiaris; breed: Schnauzer,Dog,NA,NA,NA,Nonhuman Mammal,NA,NA,NA,NA,NA,2021-01-13T04:34:59.124Z,2021-01-13T04:34:59.124Z
1548177.3,Norovirus Hu/GII.4/LU201335I-IID00/2003/CR,NA,1548177,10239;2559587;2732396;2732408;2732506;464095;11974;142786;11983;122929;489821;1548177,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII.4;Norovirus Hu/GII.4/LU201335I-IID00/2003/CR,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Partial,Hu/GII.4/LU201335I-IID00/2003/CR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-14T00:00:00Z,NA,NA,NA,NA,NA,NA,KM057715,NA,NA,Sanger dideoxy sequencing,NA,NA,NA,NA,1,706,51.404957,1,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,human stool,NA,2003,2003,NA,Costa Rica,North America,Costa Rica,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,NA,NA,2020-12-25T11:58:04.744Z,2020-12-25T11:58:04.744Z
1548178.3,Norovirus Hu/GII.4/LU202048-D00/2003/CR,NA,1548178,10239;2559587;2732396;2732408;2732506;464095;11974;142786;11983;122929;489821;1548178,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII.4;Norovirus Hu/GII.4/LU202048-D00/2003/CR,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Partial,Hu/GII.4/LU202048-D00/2003/CR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-14T00:00:00Z,NA,NA,NA,NA,NA,NA,KM057716,NA,NA,Sanger dideoxy sequencing,NA,NA,NA,NA,1,274,50.729927000000004,1,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,human stool,NA,2003,2003,NA,Costa Rica,North America,Costa Rica,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,NA,NA,2020-12-25T12:00:05.874Z,2020-12-25T12:00:05.874Z
1548179.3,Norovirus Hu/GII.4/LU202098-D10/2003/CR,NA,1548179,10239;2559587;2732396;2732408;2732506;464095;11974;142786;11983;122929;489821;1548179,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII.4;Norovirus Hu/GII.4/LU202098-D10/2003/CR,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Partial,Hu/GII.4/LU202098-D10/2003/CR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-14T00:00:00Z,NA,NA,NA,NA,NA,NA,KM057717,NA,NA,Sanger dideoxy sequencing,NA,NA,NA,NA,1,706,51.81518,1,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,human stool,NA,2003,2003,NA,Costa Rica,North America,Costa Rica,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,NA,NA,2020-12-25T12:00:10.810Z,2020-12-25T12:00:10.810Z
1548176.3,Norovirus Hu/GII.4/LU201272-D00/2003/CR,NA,1548176,10239;2559587;2732396;2732408;2732506;464095;11974;142786;11983;122929;489821;1548176,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII.4;Norovirus Hu/GII.4/LU201272-D00/2003/CR,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Partial,Hu/GII.4/LU201272-D00/2003/CR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-14T00:00:00Z,NA,NA,NA,NA,NA,NA,KM057718,NA,NA,Sanger dideoxy sequencing,NA,NA,NA,NA,1,274,53.28467,1,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,human stool,NA,2003,2003,NA,Costa Rica,North America,Costa Rica,NA,Homo sapiens,Human,NA,NA,NA,Human,NA,NA,NA,NA,NA,2020-12-25T12:00:06.914Z,2020-12-25T12:00:06.914Z
