genome_id,genome_name,other_names,taxon_id,taxon_lineage_ids,taxon_lineage_names,superkingdom,kingdom,phylum,class,order,family,genus,species,genome_status,strain,serovar,biovar,pathovar,mlst,segment,subtype,h_type,n_type,h1_clade_global,h1_clade_us,h5_clade,ph1n1_like,lineage,clade,subclade,other_typing,culture_collection,type_strain,reference_genome,genome_quality,completion_date,publication,authors,bioproject_accession,biosample_accession,assembly_accession,sra_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosome,plasmids,contigs,genome_length,gc_content,contig_l50,contig_n50,trna,rrna,mat_peptide,cds,coarse_consistency,fine_consistency,checkm_contamination,checkm_completeness,genome_quality_flags,isolation_source,isolation_comments,collection_date,collection_year,season,isolation_country,geographic_group,geographic_location,other_environmental,host_name,host_common_name,host_gender,host_age,host_health,host_group,lab_host,passage,other_clinical,additional_metadata,comments,date_inserted,date_modified
11628.44,Machupo mammarenavirus 9430069,NA,11628,10239;2559587;2732396;2497569;2497571;2497576;1980410;11617;1653394;11628,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Arenaviridae;Mammarenavirus;Machupo mammarenavirus,Viruses,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,Machupo mammarenavirus,Complete,9430069,Not Applicable,NA,Not Applicable,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genotype:Not Applicable,NA,NA,NA,NA,2017-03-25T00:00:00Z,NA,NA,PRJNA257008,SAMN04363494,NA,NA,KU978794,MRIGlobal,NA,Illumina HiSeq1500,3004.96x,Trimmomatic v. 0.32; SGA v. 0.10.13;,NA,NA,1,3440,42.965115,1,3440,NA,NA,NA,2,NA,NA,NA,NA,NA,human,NA,1994-01-01,1994,NA,Bolivia,South America,Bolivia,NA,Homo sapiens,Human,NA,NA,Bolivian hemorrhagic fever,Human,NA,V+4,NA,lab_host:Vero cells,"The purpose of this BioProject is to prepare high quality genome sequences of various human, animal, and plant pathogens that will support microbial forensics, biosurveillance and public health",2021-01-23T19:57:29.292Z,2021-01-23T19:57:29.292Z
10407.85407,Hepatitis B virus AH7,NA,10407,10239;2559587;2732397;2732409;2732514;2732515;10404;10405;10407,Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Blubervirales;Hepadnaviridae;Orthohepadnavirus;Hepatitis B virus,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Hepatitis B virus,Partial,AH7,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2016-07-13T00:00:00Z,27267305,NA,,,NA,NA,KX264663,,NA,Sanger dideoxy sequencing,,,NA,NA,1,702,46.011395,1,702,NA,NA,NA,2,NA,NA,NA,NA,NA,,NA,1994,1994,NA,Bolivia,South America,Bolivia: Chaco region,NA,Homo sapiens,Human,NA,NA,,Human,NA,,NA,,,2021-01-09T12:55:55.933Z,2021-01-09T12:55:55.933Z
11628.38,Machupo mammarenavirus 9530537,NA,11628,10239;2559587;2732396;2497569;2497571;2497576;1980410;11617;1653394;11628,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Arenaviridae;Mammarenavirus;Machupo mammarenavirus,Viruses,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,Machupo mammarenavirus,Complete,9530537,Not Applicable,NA,Not Applicable,NA,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genotype:Not Applicable,NA,NA,NA,NA,2017-03-25T00:00:00Z,NA,NA,PRJNA257008,SAMN04363495,NA,NA,KU978788,MRIGlobal,NA,Illumina HiSeq1500,4455.7x,Trimmomatic v. 0.32; SGA v. 0.10.13;,NA,NA,1,7167,40.909725,1,7167,NA,NA,NA,2,NA,NA,NA,NA,NA,Serum,NA,1995-08-14,1995,NA,Bolivia,South America,Bolivia:Guayaramerin,NA,Homo sapiens,Human,NA,NA,Bolivian hemorrhagic fever,Human,NA,V+2,NA,lab_host:Vero cells,"The purpose of this BioProject is to prepare high quality genome sequences of various human, animal, and plant pathogens that will support microbial forensics, biosurveillance and public health",2021-01-23T19:57:26.781Z,2021-01-23T19:57:26.781Z
11628.45,Machupo mammarenavirus 9530537,NA,11628,10239;2559587;2732396;2497569;2497571;2497576;1980410;11617;1653394;11628,Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Arenaviridae;Mammarenavirus;Machupo mammarenavirus,Viruses,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,Machupo mammarenavirus,Complete,9530537,Not Applicable,NA,Not Applicable,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genotype:Not Applicable,NA,NA,NA,NA,2017-03-25T00:00:00Z,NA,NA,PRJNA257008,SAMN04363495,NA,NA,KU978795,MRIGlobal,NA,Illumina HiSeq1500,4455.7x,Trimmomatic v. 0.32; SGA v. 0.10.13;,NA,NA,1,3412,42.086754,1,3412,NA,NA,NA,2,NA,NA,NA,NA,NA,Serum,NA,1995-08-14,1995,NA,Bolivia,South America,Bolivia:Guayaramerin,NA,Homo sapiens,Human,NA,NA,Bolivian hemorrhagic fever,Human,NA,V+2,NA,lab_host:Vero cells,"The purpose of this BioProject is to prepare high quality genome sequences of various human, animal, and plant pathogens that will support microbial forensics, biosurveillance and public health",2021-01-23T19:57:29.612Z,2021-01-23T19:57:29.612Z
12637.1101,Dengue virus,NA,12637,10239;2559587;2732396;2732406;2732462;2732545;11050;11051;12637,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Dengue virus,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Dengue virus,Partial,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-26T00:00:00Z,16528038,NA,NA,NA,NA,NA,DQ364510,NA,NA,NA,NA,NA,NA,NA,1,2322,45.228584,1,2322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,NA,Bolivia,South America,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-30T03:09:59.157Z,2020-12-30T03:09:59.157Z
11089.619,Yellow fever virus Bolivia 88/1999,NA,11089,10239;2559587;2732396;2732406;2732462;2732545;11050;11051;11089,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Yellow fever virus,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Yellow fever virus,Complete,Bolivia 88/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-18T00:00:00Z,NA,NA,NA,NA,NA,NA,MF004382,NA,NA,IonTorrent,NA,CLC v. 8,NA,NA,1,10795,50.398445,1,10795,NA,NA,NA,NA,NA,NA,NA,NA,NA,serum,NA,1999-01-01,1999,NA,Bolivia,South America,Bolivia,NA,Homo sapiens,Lab host,NA,NA,NA,Lab,Vero E6 cells,NA,NA,NA,NA,2021-01-20T01:28:39.472Z,2021-01-20T01:28:39.472Z
12118.1431,Foot-and-mouth disease virus - type O O/Pando/Bol/00,NA,12118,10239;2559587;2732396;2732408;2732506;464095;12058;2946627;12109;12110;12118,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Aphthovirus;Foot-and-mouth disease virus;Foot-and-mouth disease virus O,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,Partial,O/Pando/Bol/00,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-25T00:00:00Z,21601999,NA,NA,NA,NA,NA,HQ695737,NA,NA,NA,NA,NA,NA,NA,1,633,56.962025,1,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-03-20,2000,NA,Bolivia,South America,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-13T23:29:13.358Z,2021-01-13T23:29:13.358Z
12118.1432,Foot-and-mouth disease virus - type O O/Tarija/Bol/00(a),NA,12118,10239;2559587;2732396;2732408;2732506;464095;12058;2946627;12109;12110;12118,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Aphthovirus;Foot-and-mouth disease virus;Foot-and-mouth disease virus O,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,Partial,O/Tarija/Bol/00(a),O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-25T00:00:00Z,21601999,NA,NA,NA,NA,NA,HQ695738,NA,NA,NA,NA,NA,NA,NA,1,633,55.29226,1,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-11-16,2000,NA,Bolivia,South America,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-13T23:29:15.674Z,2021-01-13T23:29:15.674Z
12111.1351,Foot-and-mouth disease virus - type A A/Sta_Cruz/Bol/00,NA,12111,10239;2559587;2732396;2732408;2732506;464095;12058;2946627;12109;12110;12111,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Aphthovirus;Foot-and-mouth disease virus;Foot-and-mouth disease virus A,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,Partial,A/Sta_Cruz/Bol/00,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-31T00:00:00Z,22397938,NA,NA,NA,NA,NA,JQ082915,NA,NA,NA,NA,NA,NA,NA,1,636,56.761005,1,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-05-30,2000,NA,Bolivia,South America,Bolivia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-01-14T18:34:21.527Z,2021-01-14T18:34:21.527Z
11089.91,Yellow fever virus BeAr631464,NA,11089,10239;2559587;2732396;2732406;2732462;2732545;11050;11051;11089,Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Yellow fever virus,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Yellow fever virus,Partial,BeAr631464,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-25T00:00:00Z,20631128,NA,NA,NA,NA,NA,HM582848,NA,NA,NA,NA,NA,NA,NA,1,654,49.847095,1,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,NA,Bolivia,South America,Bolivia,NA,Sabethes chloropterus,Mosquito,NA,NA,NA,Insect,NA,NA,NA,NA,NA,2020-12-27T04:41:03.969Z,2020-12-27T04:41:03.969Z
12118.1433,Foot-and-mouth disease virus - type O O/Potosi/Bol/01,NA,12118,10239;2559587;2732396;2732408;2732506;464095;12058;2946627;12109;12110;12118,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Aphthovirus;Foot-and-mouth disease virus;Foot-and-mouth disease virus O,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,Partial,O/Potosi/Bol/01,O,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-25T00:00:00Z,21601999,NA,NA,NA,NA,NA,HQ695739,NA,NA,NA,NA,NA,NA,NA,1,633,55.22152,1,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-02-19,2001,NA,Bolivia,South America,Bolivia,NA,,,NA,NA,NA,,NA,NA,NA,NA,NA,2021-01-13T23:29:16.052Z,2021-01-13T23:29:16.052Z
12118.1434,Foot-and-mouth disease virus - type O O/Tarija/Bol/01(a),NA,12118,10239;2559587;2732396;2732408;2732506;464095;12058;2946627;12109;12110;12118,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Aphthovirus;Foot-and-mouth disease virus;Foot-and-mouth disease virus O,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,Partial,O/Tarija/Bol/01(a),O,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-25T00:00:00Z,21601999,NA,NA,NA,NA,NA,HQ695740,NA,NA,NA,NA,NA,NA,NA,1,633,55.29226,1,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-05-05,2001,NA,Bolivia,South America,Bolivia,NA,,,NA,NA,NA,,NA,NA,NA,NA,NA,2021-01-13T23:29:16.645Z,2021-01-13T23:29:16.645Z
12118.1435,Foot-and-mouth disease virus - type O O/Beni/Bol/01,NA,12118,10239;2559587;2732396;2732408;2732506;464095;12058;2946627;12109;12110;12118,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Caphthovirinae;Aphthovirus;Foot-and-mouth disease virus;Foot-and-mouth disease virus O,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,Foot-and-mouth disease virus,Partial,O/Beni/Bol/01,O,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-25T00:00:00Z,21601999,NA,NA,NA,NA,NA,HQ695741,NA,NA,NA,NA,NA,NA,NA,1,633,55.254776,1,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-07-01,2001,NA,Bolivia,South America,Bolivia,NA,,,NA,NA,NA,,NA,NA,NA,NA,NA,2021-01-13T23:29:15.457Z,2021-01-13T23:29:15.457Z
